no,title,local_category,food_category_1st,food_category_2nd,dining_food_cate_1,dining_food_cate_2,information,isParking,isValet,isPet,isPackaging,isReservation,address,telephone,menu1,price1,menu2,price2,menu_URL,diningcode_Star,diningcode_Score,comment,comment_weight,rank_score,mon_business,mon_breaktime,tues_business,tues_breaktime,wed_business,wed_breaktime,thurs_business,thurs_breaktime,fri_business,fri_breaktime,sat_business,sat_breaktime,sun_business,sun_breaktime,latitude,longitude,img_file1,img_file2,closest_parking_name,closest_parking_address,closest_parking_latitude,closest_parking_longitude
1088,담소소사골순대육개장 서울숲점,서울숲,한식,국밥,순대국,사골,"가성비좋은, 점심식사, 저녁식사, 저녁, 점심, 아침",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 16-8,02-3409-1821,일품 순대국,"8,900원",소사골 우(牛)순대국,"8,900원",https://www.diningcode.com/profile.php?rid=tFJn4Qvzce49,3,41,0,0.5,61.5, 11:00 - 15:00,, 11:00 - 15:00,, 11:00 - 15:00,,휴무일,, 11:00 - 15:00,,휴무일,,휴무일,,37.54475374,127.0495209,C:\projects\blackmamba\media\1088_01.jpg,C:\projects\blackmamba\media\1088_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
1089,성연,성수동,한식,국밥,순대국,족발,"넓은실내, 좌식",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 250-1,02-461-9771,순대국,"7,000원",족발 中,"30,000원",https://www.diningcode.com/profile.php?rid=mVppLBGu6AMj,3,41,0,0.5,61.5,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.53838934,127.0495477,C:\projects\blackmamba\media\1089_01.jpg,C:\projects\blackmamba\media\1089_02.jpg,강변건물공영주차장,서울 성동구 둘레길 47-5,37.53696362,127.0490666
1090,병천순대국성수점,성수동,한식,국밥,순대국,,점심식사,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 339-160,02-467-2474,순대국,"7,000원",얼큰순대국,"8,000원",https://www.diningcode.com/profile.php?rid=zXftwFQ9jJyt,3,41,0,0.5,61.5,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.53939246,127.0543707,C:\projects\blackmamba\media\1090_01.jpg,C:\projects\blackmamba\media\1090_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
1091,구락,성수,한식,백반,육개장,사골곰탕,배달,FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 336-11,0507-1416-7817,사골 곰탕,"8,000원",사골육개장,"8,000원",https://www.diningcode.com/profile.php?rid=WL6AxjsVf4rU,3,41,0,0.5,61.5, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,,휴무일,,휴무일,,37.53856996,127.0539292,C:\projects\blackmamba\media\1091_01.jpg,C:\projects\blackmamba\media\1091_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
1104,성수낙지,성수동,한식,해물,낙지,산낙지,"여름보양식, 점심식사, 저녁식사, 저녁, 점심, 아침, 좌식테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 289-211,02-462-1120,낙지볶음 특,"70,000원",낙지볶음 대,"55,000원",https://www.diningcode.com/profile.php?rid=lXwRi8UZt6CI,3,41,0,0.5,61.5, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:00,,휴무일,,37.5475629,127.0543805,C:\projects\blackmamba\media\1104_01.jpg,C:\projects\blackmamba\media\1104_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
1111,어랑횟집,성수,한식,회,횟집,회덮밥,숨은맛집,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 492-2,02-462-7674,광어 대,"60,000원",모듬 대,"70,000원",https://www.diningcode.com/profile.php?rid=EXeuDS5dxdUu,3,41,0,0.5,61.5, 11:00 - 23:00,, 11:00 - 23:00,, 11:00 - 23:00,, 11:00 - 23:00,, 11:00 - 23:00,, 11:00 - 23:00,, 11:00 - 23:00,,37.5373532,127.0524331,C:\projects\blackmamba\media\1111_01.jpg,C:\projects\blackmamba\media\1111_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
1144,보울룸 성수점,성수,양식,샐러드,포케,샐러드,"저렴, 셀프바, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 280-6,02-469-1532,페이머스,"14,000원",시그니처 보울,"12,000원",https://www.diningcode.com/profile.php?rid=AbRC1NIXbzaM,3,41,0,0.5,61.5, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00,휴무일,,휴무일,,37.54657386,127.0645951,C:\projects\blackmamba\media\1144_01.jpg,C:\projects\blackmamba\media\1144_02.jpg,KT성수분국 노상공영주차장,서울 성동구 성수동2가 280-50,37.54650084,127.0630074
1152,불난맥주,뚝섬역,술집,맥주,맥주,,불맛,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 13-157,02-466-8292,직화우삼겹+치아바타빵+좀비샐러드,"19,000원",감바스,"17,000원",https://www.diningcode.com/profile.php?rid=QwrCWxgkpxOY,3,41,0,0.5,61.5, 18:00 - 02:00,, 18:00 - 02:00,, 18:00 - 02:00,, 18:00 - 02:00,, 18:00 - 02:00,, 18:00 - 02:00,, 18:00 - 02:00,,37.54775642,127.0488546,C:\projects\blackmamba\media\1152_01.jpg,C:\projects\blackmamba\media\1152_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
960,투데이즈이너프,서울숲,카페,에스프레소,에스프레소,에스프레소바,"캐주얼한, 로스터리, 바테이블, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 668-136,0507-1366-3044,에스프레소,"3,000원",에스프레소 슈가,"3,300원",https://www.diningcode.com/profile.php?rid=OLvRbYBkidxw,4.9,25,3,0.5,61.25, 09:30 - 18:00,, 09:30 - 18:00,, 09:30 - 18:00,, 09:30 - 18:00,, 09:30 - 18:00,, 11:00 - 18:00,, 11:00 - 18:00,,37.54608434,127.0433228,C:\projects\blackmamba\media\960_01.jpg,C:\projects\blackmamba\media\960_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
396,갓잇 서울숲점,서울숲,양식,타코,타코,멕시칸,"이국적/이색적, 셀프바",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-402 1층,0507-1426-1409,B세트 파히타 (2인추천),"39,000원",C 세트 엔칠라다 (2인 추천),"39,000원",https://www.diningcode.com/profile.php?rid=8kl1hW8xZKow,4.8,25,5,0.5,60, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,, 11:00 - 21:30,,37.54699825,127.0458672,C:\projects\blackmamba\media\396_01.jpg,C:\projects\blackmamba\media\396_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
427,르베지왕,성수동,양식,샐러드,샐러드,카레,"예쁜, 점심식사, 저녁식사, 저녁, 점심, 아침, 테라스, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 301-27,0507-1434-0984,토마토스프,"7,000원",연아볼,"12,500원",https://www.diningcode.com/profile.php?rid=5upIL7dm99V5,4.8,25,5,0.5,60, 10:45 - 20:00, 15:00 - 16:00, 10:45 - 20:00, 15:00 - 16:00, 10:45 - 20:00, 15:00 - 16:00, 10:45 - 15:00, 15:00 - 16:00, 10:45 - 20:00, 15:00 - 16:00, 10:45 - 15:00,,휴무일,,37.54457493,127.0505074,C:\projects\blackmamba\media\427_01.jpg,C:\projects\blackmamba\media\427_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
672,용이네 뚝섬역점,성수동,한식,김밥,김밥,떡볶이,"가성비좋은, 포장가능, 셀프바, 바테이블, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 14-44,0507-1486-8782,소복계란치즈오징어채김밥,"5,300원",묵은지참치김밥,"4,500원",https://www.diningcode.com/profile.php?rid=0cYfHSN83GEz,4.8,25,3,0.5,60, 09:00 - 21:00,, 09:00 - 21:00,, 09:00 - 21:00,, 09:00 - 21:00,, 09:00 - 21:00,, 09:00 - 15:00,, 09:00 - 15:00,,37.54619993,127.0493272,C:\projects\blackmamba\media\672_01.jpg,C:\projects\blackmamba\media\672_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
683,깐부치킨 성수갤러리아포레점,서울숲,양식,치킨,치킨,치맥,"시원, 점심식사, 저녁식사, 점심, 테라스, 야외테라스",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 685-696,02-3409-7717,바삭한식스팩,"23,000원",버버치킨,"23,000원",https://www.diningcode.com/profile.php?rid=qkxj5mkLJYg9,2.5,48,3,0.5,60, 11:30 - 23:00,, 11:30 - 23:00,, 11:30 - 23:00,, 11:30 - 23:00,, 11:30 - 23:00,, 11:30 - 23:00,, 11:30 - 23:00,,37.54578435,127.0424769,C:\projects\blackmamba\media\683_01.jpg,C:\projects\blackmamba\media\683_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
784,이곳에,성수,카페,카페,카페,커피,"인스타감성, 점심식사, 저녁식사, 테이크아웃, 주차",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 10-4,0507-1380-7716,흑임자라떼,"7,000원",디카페인 콜드브루,"6,000원",https://www.diningcode.com/profile.php?rid=CLNWvBkfqW6R,2.2,54,3,0.5,59.4, 08:30 - 21:00,, 08:30 - 21:00,, 08:30 - 21:00,, 11:00 - 21:00,, 08:30 - 21:00,, 11:00 - 21:00,, 11:00 - 20:00,,37.54581299,127.0472404,C:\projects\blackmamba\media\784_01.jpg,C:\projects\blackmamba\media\784_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
383,ERN,서울숲,양식,파스타,파스타,버터치킨,"고급스러운, 콜키지",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 685-496 1층,0507-1318-2871,라구 라자냐,"19,000원",포테이토 피자,"20,000원",https://www.diningcode.com/profile.php?rid=gi0IRIzeqSWU,4.6,25,4,0.5,57.5, 11:30 - 21:00, 15:00 - 17:00,휴무일,, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00,37.54719288,127.0396295,C:\projects\blackmamba\media\383_01.jpg,C:\projects\blackmamba\media\383_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
384,우바 성수,서울숲,양식,파스타,파스타,와인,"고급스러운, 콜키지",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 668-39 2층,0507-1367-2694,카치오 에 페페,"17,000원",우바 까르보나라,"18,000원",https://www.diningcode.com/profile.php?rid=Nste9LsJ1DuW,4.6,25,2,0.5,57.5,휴무일,, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00, 11:30 - 22:00, 15:30 - 17:00,37.54631716,127.0440639,C:\projects\blackmamba\media\384_01.jpg,C:\projects\blackmamba\media\384_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
387,한남양옥,성수,양식,와인바,와인바,,"고급스러운, 저녁식사",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-396,0507-1409-0625,오리지널 시카고피자,"25,000원",야끼갈비스테이크 with 와사비오일,"39,000원",https://www.diningcode.com/profile.php?rid=29XXpJdJLEtc,4.6,25,2,0.5,57.5, 13:00 - 00:00,, 13:00 - 00:00,, 13:00 - 00:00,, 13:00 - 00:00,, 13:00 - 00:00,, 13:00 - 00:00,,휴무일,,37.54673907,127.0462473,C:\projects\blackmamba\media\387_01.jpg,C:\projects\blackmamba\media\387_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
728,메종드마가레뜨,성수,카페,베이커리,베이커리,,"예쁜, 테이크아웃",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 302-24,,,,,,https://www.diningcode.com/profile.php?rid=n9UfLAPVFzj8,4.6,25,3,0.5,57.5, 09:00 - 18:00,, 09:00 - 18:00,, 09:00 - 18:00,, 09:00 - 18:00,, 09:00 - 18:00,, 09:00 - 18:00,, 09:00 - 18:00,,37.54476166,127.0518595,C:\projects\blackmamba\media\728_01.jpg,C:\projects\blackmamba\media\728_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
901,에스메로,성수,양식,레스토랑,스페인음식,타파스,"조용한, 점심식사, 저녁식사, 테라스, 발렛가능, 발렛, 콜키지, 발렛파킹",FALSE,TRUE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 271-12 9층 & 루프탑,02-6951-2884,에스메로 핀초스 (1pc),"4,000원",감바스,"22,000원",https://www.diningcode.com/profile.php?rid=JsDpZX1AlIVT,4.6,25,3,0.5,57.5, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00,37.54127495,127.0580967,C:\projects\blackmamba\media\901_01.jpg,C:\projects\blackmamba\media\901_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
1129,심퍼티쿠시 성수점,성수,양식,레스토랑,레스토랑,캐주얼레스토랑,"격식있는, 예약가능, 주차",TRUE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동1가 656-1731,0507-1337-7679,매콤 곱창 파스타,"24,500원",고추오일 명란크림 파스타,"22,000원",https://www.diningcode.com/profile.php?rid=pm2dpVMy3Cwz,4.6,25,5,0.5,57.5, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00,37.54775492,127.0451424,C:\projects\blackmamba\media\1129_01.jpg,C:\projects\blackmamba\media\1129_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
1133,리타르단도,성수동,술집,칵테일,칵테일,라자냐,"깔끔한, 콜키지, 바테이블, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 339-29,0507-1446-7336,그린 씨푸드 라자냐,"18,000원",랜치 라구 번,"17,000원",https://www.diningcode.com/profile.php?rid=lsmGzjCvTxal,4.6,25,3,0.5,57.5, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00, 11:30 - 22:00, 14:30 - 17:00,37.53907994,127.0544954,C:\projects\blackmamba\media\1133_01.jpg,C:\projects\blackmamba\media\1133_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
259,밥플러스 성수역점,성수역,한식,백반,한식뷔페,도시락,"다양한반찬, 점심식사, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 315-61,02-6953-5377,식권,"8,000원",,,https://www.diningcode.com/profile.php?rid=jGrrqZK8R9Ip,4.5,25,2,0.5,56.25, 11:00 - 19:30, 14:00 - 17:50, 11:00 - 19:30, 14:00 - 17:50, 11:00 - 19:30, 14:00 - 17:50, 11:00 - 19:30, 14:00 - 17:50, 11:00 - 19:30, 14:00 - 17:50,휴무일,,휴무일,,37.54359232,127.0556613,C:\projects\blackmamba\media\259_01.jpg,C:\projects\blackmamba\media\259_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
730,사이드템포,성수,카페,카페,카페,브리오슈,"세련된분위기, 테이크아웃",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 294,0507-1431-1071,티그레,"3,800원",바스크 치즈 케이크(Piece),"5,500원",https://www.diningcode.com/profile.php?rid=TGlO1gq1OSmb,4.5,25,2,0.5,56.25,휴무일,, 11:00 - 19:00,, 11:00 - 19:00,, 11:00 - 19:00,, 11:00 - 19:00,, 11:00 - 19:00,, 11:00 - 19:00,,37.53810272,127.0510492,C:\projects\blackmamba\media\730_01.jpg,C:\projects\blackmamba\media\730_02.jpg,강변건물공영주차장,서울 성동구 둘레길 47-5,37.53696362,127.0490666
742,파운드마켓,성수동,카페,디저트,디저트,스콘,테이크아웃,FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 301-16 가동 1층,0507-1430-5016,떠먹는 스콘,"6,800원",,,https://www.diningcode.com/profile.php?rid=nuZKnidGm9CW,4.5,25,2,0.5,56.25, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,,37.54461918,127.0513144,C:\projects\blackmamba\media\742_01.jpg,C:\projects\blackmamba\media\742_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
796,호우키,성수동,일식,이자카야,이자카야,고등어봉초밥,"예쁜, 바자리",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 316-39,070-8835-7172,코보레스시,"38,000원",고등어봉초밥,"24,000원",https://www.diningcode.com/profile.php?rid=ou0xowUENhX2,4.5,25,3,0.5,56.25, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,,37.54342013,127.0539425,C:\projects\blackmamba\media\796_01.jpg,C:\projects\blackmamba\media\796_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
869,니카이 우동,성수,일식,우동,우동,크림우동,"예쁜, 칸막이, 바테이블, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 565 2층,0507-1399-3044,맵치광이 우동,"13,000원",잠봉크림우동,"13,000원",https://www.diningcode.com/profile.php?rid=0tQ8fUi3m2O8,4.5,25,3,0.5,56.25, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00,37.53823955,127.0551288,C:\projects\blackmamba\media\869_01.jpg,C:\projects\blackmamba\media\869_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
895,정성옥 성수점,성수,한식,국밥,국밥,한식,"불맛, 점심식사, 셀프바, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 72-129 경배빌딩 1층,0507-1369-6422,강릉식 짬뽕순두부 국밥,"10,000원",장터순대국밥,"10,000원",https://www.diningcode.com/profile.php?rid=BO9ZXoqOpVzF,4.5,25,2,0.5,56.25, 09:30 - 22:00, 15:00 - 16:30, 09:30 - 22:00, 15:00 - 16:30, 09:30 - 22:00, 15:00 - 16:30, 09:30 - 22:00, 15:00 - 16:30, 09:30 - 22:00, 15:00 - 16:30, 09:30 - 22:00, 15:00 - 16:30, 10:30 - 20:00, 15:00 - 16:30,37.54074131,127.0484616,C:\projects\blackmamba\media\895_01.jpg,C:\projects\blackmamba\media\895_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
432,니커버커베이글 성수지점,성수동,카페,베이글,베이글,,"이국적/이색적, 아침식사, 점심식사, 저녁식사, 테라스, 포장가능, 발렛, 발렛파킹",FALSE,TRUE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 271-12,0507-1387-1391,록셔리(연어)샌드위치,"13,300원",에브리띵,"4,500원",https://www.diningcode.com/profile.php?rid=2BO7fefgwbJb,4.4,25,6,0.5,55, 10:00 - 19:00,, 10:00 - 19:00,, 10:00 - 19:00,, 10:00 - 19:00,, 10:00 - 19:00,, 10:00 - 19:00,, 10:00 - 19:00,,37.54127495,127.0580967,C:\projects\blackmamba\media\432_01.jpg,C:\projects\blackmamba\media\432_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
1054,이트앤드링크,성수,카페,케이크,케이크,디저트카페,"깔끔한, 테이크아웃, 반려동물동반",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동2가 289-224,02-6014-8391,바나나크림커피,"6,800원",오렌지 초콜릿 무스케이크(예약전용),"12,000원",https://www.diningcode.com/profile.php?rid=1ufl0ieYs1hf,4.4,25,2,0.5,55, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,,37.54574926,127.0550156,C:\projects\blackmamba\media\1054_01.jpg,C:\projects\blackmamba\media\1054_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
556,샤블리 성수서울숲점,성수,한식,샤브샤브,샤브샤브,월남쌈,"따끈한국물, 점심식사, 저녁식사, 셀프바",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 668-41,0507-1415-3075,🍱[스페셜정식-통삼겹바베큐],"29,000원",🍱[런치샤브-목심],"19,000원",https://www.diningcode.com/profile.php?rid=nGw2TgkeKOum,2,54,2,0.5,54, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,, 11:30 - 22:00,,37.54690801,127.0438841,C:\projects\blackmamba\media\556_01.jpg,C:\projects\blackmamba\media\556_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
805,헬렐레,성수동,일식,이자카야,요리주점,이자카야,"캐주얼한, 저녁식사, 예약가능",FALSE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동2가 271-24,0507-1334-9793,스키야키(일본식모듬 샤브샤브),"33,000원",새우튀김냉모밀 -점심메뉴-,"9,000원",https://www.diningcode.com/profile.php?rid=UG9fEh2oSrjZ,4.3,25,3,0.5,53.75, 11:30 - 00:00, 14:30 - 17:00, 11:30 - 00:00, 14:30 - 17:00, 11:30 - 00:00, 14:30 - 17:00, 11:30 - 00:00, 14:30 - 17:00, 11:30 - 01:00, 14:30 - 17:00, 17:00 - 01:00,, 17:00 - 00:00,,37.54171265,127.0582891,C:\projects\blackmamba\media\805_01.jpg,C:\projects\blackmamba\media\805_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
